word,sentiment_score
abonado,0.0
abono,0.0
abonohan,0.0
aborsiyon,-0.05717804655432701
aborsyon,-0.03732775151729584
abot,1.9422569274902344
abot ng isang kabisa,0.0
abot ng isip,0.0
abot ng mata,0.0
abot ng tanaw,0.0
abot ng tingin,0.0
abot sa,0.0
abot sa yuta,0.0
abotdinig,0.0
abotisip,0.0
abottanaw,0.0
abottingin,0.0
aboy,-0.058284904807806015
abr.,0.0
abrap,-2.5
abrasador,0.0
abrasadur,0.0
abrasadurin,0.0
abrasete,0.0
abrasibo,-2.5
abrasyíti,0.0
abrasíti,0.0
abri,-0.08660073578357697
abrigo,0.0
abriguhan,0.0
abrigána,2.5
abrigáwu,3.25
abril,0.0
abrilata,-0.03944065049290657
abriláta,0.0
abrisete,0.0
abrása,0.0
abrígu,0.0
absen,-2.5
absent,-1.8401509523391724
abses,0.0
abseso,0.0
absin,-2.5
absinus,0.0
absisa,0.0
abstinensiya,-0.04227501153945923
abstinensya,0.0
absulbihan,0.0
absulusiyun,0.0
absulusyon,0.0
absulutismo,0.0
absulutista,0.0
absuluto,0.0
absuwelto,0.0
absuweltuhin,0.0
absuwiltu,0.0
abswelto,-0.03871724009513855
abtik,1.8703618049621582
abtik og dila,2.5
abtikon,2.5
abtung,0.0
abu,-2.215728998184204
abubhoan,-2.5
abubot,-1.6450726985931396
"abud, ábud",0.0
abug,-3.0672037601470947
abugado,0.0
abugar,0.0
abugasíya,-2.5
"abughu, abughù",0.0
abugon,-2.5
abugáda,0.0
abugádu,0.0
abugágu,-2.5
abuhan,-0.037185754626989365
abuhin,1.8467345237731934
abuhon,0.0
abukado,0.0
abukay,0.0
abukádu,0.0
abuloy,1.7710003852844238
abuluyan,0.0
abunado,0.0
abunansiya,0.0
abunda,2.3310654163360596
abundansiya,0.0
abungaw,-2.5
abuno,2.5
aburido,-2.080014944076538
aburiduhin,-2.5
aburídu,-2.5
abusada,-2.082559823989868
abusado,-2.051734685897827
abusar,3.25
abusera,-2.5
abusero,-2.5
abuso,-2.0731377601623535
abusuhin,-1.9193370342254639
abusáda,0.0
abusádu,-3.25
abut,2.4323890209198
abutabot,0.0
abutabot na paninigarilyo,0.0
abutan,1.7297077178955078
abutanan,0.0
abutin,1.809585690498352
abuwela,0.0
abuwelo,0.0
abuyaboy,0.0
abuábu,0.0
abwag,-3.25
abyad,0.0
abyador,0.0
abyadur,0.0
abyan,-0.08019490540027618
abyarin,0.0
"abyasiyun, abyasyun",0.0
abyasyon,0.0
abyirtu,2.5
abyog,0.0
abyug,-3.25
abága,0.0
abánid,0.0
abánu,-2.5
"abíba, abibar",2.5
abíhid,0.0
abísu,0.0
abíyu,-3.25
abúkay,-2.5
abúnu,-2.5
abúsu,-2.5
ada,-1.876260757446289
adad,3.25
adan,0.0
adarna,1.6636275053024292
adat,0.0
adbans,2.5
adbaysir,0.0
adberb,0.0
adberbyo,0.0
adbintista,0.0
adbirbiyu,0.0
adbiyento,0.0
adbiyintu,0.0
address,-0.08791780471801758
adelantada,-2.5
adelantado,1.9113519191741943
adelanto,0.0
adelpa,0.0
adgaw,2.5
adhetibo,0.0
adhika,0.0
adhikain,1.8229793310165405
adik,-1.9430813789367676
adikto,-2.0367953777313232
adilantar,0.0
adilantu,2.5
adilantádu,0.0
adilpa,0.0
adimas,0.0
adingmasin,0.0
adinúwid,0.0
adios!,0.0
"adisir, adísir",0.0
"adisyon, adisyon",0.0
adisyunal,0.04112359508872032
adiyos,0.0
"adiyus, adiyús",2.5
adlaw,-2.5020737648010254
adlaw nga natawhan,0.0
adlaw sa bagong tuig,0.0
adlaw sa kaugalingnan,0.0
adlaw sa pahulay,0.0
adlaw sa pasalamat,0.0
adlaw sunod ugma,0.0
adlawadlaw,0.0
adlawon,0.0
"adlib, adlip",0.0
adlip,0.0
adlù,0.0
administrador,0.0
administradur,0.0
administrasiyun,0.0
administrasyon,0.0
administratíbu,0.0
admiral,0.0
admirante,0.0
admirar,2.5
admisiyun,0.0
admitar,-2.5
admitir,0.0
admitídu,-2.5
adngan,0.0
adobe,0.0
adobo,0.0
adobong palaka,0.0
adolesens,0.0
adolesent,0.0
adopsyon,0.0
adorador,2.5
adorasyon,0.0
adorno,0.0
adornohan,0.0
adpan,0.0
adres,0.0
adresan,0.0
adris,3.25
adto,0.0
adtu,-2.5
adtut,0.0
adubádu,0.0
adubáwu,-3.25
adul,0.0
adult,0.0
adulterado,-2.5
adulterasyon,-0.04669083282351494
adultiryu,0.0
adulto,0.0
adun,0.0
aduna,2.0465328693389893
adunahan,2.037351369857788
adunay,0.0
adunay gibati,-2.5
aduptǎr,0.0
adurno,0.0
adurnu,2.5
adwana,0.0
adwána,0.0
adya,1.833952784538269
adyaks,0.0
adyas,0.0
adyenda,0.0
adyinda,0.0
adyinumútu,0.0
adyo,0.0
adyos,0.0
adyusan,0.0
adá,0.042521826922893524
adía,2.5
adúbi,0.0
adúbu,-2.5
adúna,2.5
aeroplano,0.0
aerostatiko,0.0
ag,-2.0670173168182373
aga,0.0
agaab,-2.5
agaak,-2.5
agaas,0.0
agad,-2.385298728942871
agad sa panahon,0.0
agadad,2.5
agadagad,2.5
agadto padulong,0.0
agag,0.0
agagan,0.0
agahan,0.05180339142680168
"agahas, agahas",-2.5
agak,2.5
agakak,0.0
agalon,1.9486415386199951
agamagam,-1.7710636854171753
agamagamin,-2.5
agamahan,0.0
aganan,-2.5
agangagang,2.5
agap,2.5
agapan,1.8512053489685059
agapay,0.0
agapayanan,0.0
agapayang kabit,0.0
agapayang salikop,0.0
agaran,0.0
agaray,-2.5
agarin,0.0
agas,-1.9987744092941284
agasas,-2.5
agata,0.0
agatat,-2.5
agaw,2.5
agawan,-2.5
agawaw,-2.5
agawbuhay,-2.5
agawdilim,-3.25
agawin,-1.8074126243591309
agawtulog,-2.5
agay,0.0
agay uy!,0.0
agay!,0.0
agayay,3.25
agbat,0.0
agbaw,0.0
agbay,0.0
agbun,2.5
agbáti,0.0
agda,-2.5
agdul,0.0
agh,-1.8339122533798218
aghad,0.0
agham,0.0
agham politiko,0.0
aghat,1.8210248947143555
aghimo,0.0
aghimuan,0.0
aghimuin,0.0
aghud,-2.5
aghup,3.25
aghuy,-3.25
agi,-2.977346658706665
agi sa kamot,0.0
agianan,0.08260868489742279
agianan nga likoliko,0.0
agianan og tubig,0.0
agianan sa ilalom,0.0
agianan sa tubig kun dagat,0.0
agianan sa ubos,0.0
agianang piot,0.0
agigísing,0.0
agihap,-1.5978596210479736
agikik,-3.25
agil,-2.5
agila,1.9210618734359741
agimat,1.6543152332305908
agimatan,0.0
aginaldo,0.05385998263955116
aginalduhan,0.0
aginging,-3.25
aginod,0.0
aginsud,0.0
agipu,2.5
agiri,0.0
agisis,0.0
agitit,-2.5
agiw,-2.5
agkut,0.0
aglahi,-2.5
aglahiin,-1.8093937635421753
aglidulsi,0.0
"aglípay, aglipayánu",0.0
agmang,0.0
agmud,-2.5
agnas,-1.8221914768218994
agnasin,-2.5
agngan,0.0
agni,-0.08569643646478653
agnos,0.0
agnostika,0.0
agnostiko,0.0
agnus,1.5896111726760864
agong,0.0
agoniyas,0.0
agos,0.0
agosto,0.09525182843208313
agoy,-2.5
agoy!,0.0
agpan,0.0
agpang,2.5
agpangan,0.0
agpas,-3.25
agrabiyar,-2.5
agrabyado,-2.1010184288024902
agrabyaduhin,-2.5
agrabyu,-2.5
agrabyádu,0.0
agrarya,0.0
agraryo,-0.04687532037496567
agrasyadado,2.5
agrerian,0.0
agresibo,-2.071009874343872
"agri, agridulsi",0.0
agridulse,0.0
agrigáwu,0.0
agrikultor,0.0
agrikultura,-0.06034836545586586
agrikultural,0.0
agrikultúra,0.0
agrimensor,0.0
agriminsur,0.0
agrisíba,3.25
agrisíbu,-2.5
agrísib,0.0
agsa,2.5
agsing,0.0
agta,0.0
agtang,1.8701255321502686
agtas,-2.5
agting,-2.5
agtà,-2.5
agtì,-3.25
agu.,0.0
agubhub,-2.5
agubob,0.0
agubub,-3.25
agububon,0.0
agud,0.0
aguha,0.0
aguhilya,-2.5
aguho,1.7985150814056396
aguhon,0.03173613175749779
agukoy,-0.10228239744901657
agukuk,-2.5
agul,0.0
agulang,0.0
agulo,-2.5
agum,-0.04458058625459671
agumum,0.0
agumáa,0.0
agungoy,-2.5
agungung,-2.5
agunias,-2.5
aguntù,0.0
agunyas,-1.7411837577819824
aguníyas,-2.5
agupop,0.0
agupup,0.0
agupupon,0.0
aguroy,-2.5
aguroy!,0.0
aguruy,-2.5
agusahis,-2.5
agusan,0.0
agustu,0.0
agusus,2.5
agut,-2.5
aguting,-2.5
agutnga,-2.5
agutut,-2.5
agutíut,-2.5
aguy,2.5
aguyangyang,-2.5
agwa,3.25
agwabendita,2.5
agwado,0.0
agwador,0.0
agwadur,0.0
agwahe,0.0
agwanta,-2.5
agwantahin,0.0
agwaplorida,0.0
agwaras,0.0
agwardiyente,-2.5
agwardiyinti,2.5
agwardyente,-2.5
agwas,0.0
agwasa,0.0
agwasil,0.0
agwat,0.0
agwat ng liko,0.0
agwatan,0.0
agwatyempo,-2.5
agwáda,0.0
agwádu,2.5
agwásun,-2.5
agáak,0.0
agáhad,2.5
agálun,2.5
agáng,-3.25
agápang,0.0
agára,0.0
agáwun,0.0
agíik,-2.5
agímud,0.0
agíngay,0.0
agínud,-3.25
agítung,-2.5
agú,-2.5
agúha,0.0
agúhù,0.0
agúkuy,0.0
agúlù,0.0
agúmud,-2.5
agúngal,0.0
agúnguy,-3.25
agút,-2.5
agútay,-2.5
agúut,3.25
agū̀,0.0
ah,-1.7563356161117554
aha,-0.08278226852416992
ahas,-0.04802587628364563
ahasin,0.0
ahat,3.25
ahat nga paghimugso,0.0
ahaw,-2.5
ahay,-2.5
ahedres,0.0
ahensiya,0.0
ahensiya sa mga balita,0.0
ahensiyadeempenyos,0.0
ahente,-0.05623482167720795
ahente sa seguro,0.0
ahente sa yuta,0.0
ahidris,0.0
ahin,0.0
ahinghu,0.0
ahinsiya,0.0
ahinti,0.0
ahit,0.04834584891796112
ahitan,0.0
ahitin,0.0
ahon,-1.7618428468704224
ahos,-0.1304362416267395
ahunan,0.0
ahunin,0.03480997681617737
aháan,0.0
ahítu,0.0
aing. aing,-2.5
aircon,0.0
aising,0.0
ak,-0.05774882063269615
akademika,0.0
akademiko,0.0
akademista,0.0
akademya,0.0
akadimíya,0.0
akak,-2.5
akala,-0.031317830085754395
akalain,0.0
akap,1.7449543476104736
akapin,1.862462043762207
akasya,-2.442595958709717
"akata, akatar",-2.5
akauntant,0.0
akaunting,0.0
akawntant,0.0
akay,1.676572322845459
akayan,-2.5
akayin,1.7926031351089478
akba,3.25
akbay,0.0
akbayakbay,0.0
akbayan,1.7137454748153687
akbù,3.25
akda,1.773054838180542
akhab,0.0
akibat,1.8430814743041992
akin,-0.09617960453033447
akinin,1.7945709228515625
akip,0.0
akitin,1.8555622100830078
akkorde,0.0
aklamasyon,0.0
aklas,-3.25
aklas sa dagat,0.0
aklasan,-1.8573070764541626
aklat,0.0
aklatan,0.040162451565265656
aklatang nagpapahiram,0.0
aklattalaan,0.0
aklimatado,0.0
akma,1.931788444519043
akmain,2.5
akme,1.5
akmù,0.0
akne,-0.05545700713992119
akni,0.0
aknit,2.5
ako,1.8726887702941895
ako ba?,0.0
ako mismo,0.0
ako na,0.0
ako na rin,0.0
ako nga,0.0
akoa,-0.14137035608291626
akoako,0.0
akompanya,0.0
akompanyador,0.0
akompanyahan,0.0
akompanyamiento,0.0
akompanyante,0.0
akong,-0.05095739662647247
akorde,1.6727135181427002
akostiks,0.0
akrobat,0.0
akrobata,0.0
akrobatik,0.0
akrobatikoka,0.0
akropobya,0.0
aksaya,-1.7804691791534424
aksayahin,-1.8256986141204834
akselerador,0.0
aksento,0.0
aksesoriya,0.0
aksesorya,0.0
aksesoryo,0.0
aksidental,-2.0523734092712402
aksidente,-2.1616885662078857
aksidinti,0.0
aksidu,0.0
aksintu,0.0
aksis,0.0
aksiyon,-0.07918691635131836
aksiyonista,0.0
aksiyun,0.0
aksiyunan,0.0
aksiyunista,0.0
aksul,0.0
aksyon,0.0
aksyunan,0.0
aksì,2.5
akta,0.0
aktiba,0.0
aktibabo,2.5
aktibidad,0.0
aktibidádis,0.0
aktibista,-0.04889154061675072
aktibo,-0.04424275457859039
akting,2.5
aktinyum,0.0
aktitud,0.0
akto,0.0
aktor,0.0
aktora,0.0
aktres,0.0
aktris,3.25
aktu,-3.25
aktuhan,0.0
aktur,2.5
aktuwal,-0.12605340778827667
aktwal,0.0
aktíbu,0.0
aku,-2.014805316925049
akub,2.5
akuin,1.736358880996704
akulitu,0.0
akumpaniing,2.5
akumpaniyamintu,0.0
akumpaniyar,0.0
akumplísi,0.0
akupakup,2.5
akurdiyun,0.0
akusado,0.0
akusar,-2.5
akusasyon,-1.7890948057174683
akustika,0.0
akustiks,0.0
akusádu,0.0
akwariyum,0.0
akwaryum,0.0
akwatik,0.0
akwatika,-0.030286522582173347
akwatiko,0.0
akwatiks,0.0
akwintans,0.0
akyat,0.0
akyatan,0.04294772818684578
akyatin,0.0
akyatpanaog,0.0
akyut,-2.5
akáak,-2.5
akúdi,2.5
ala,0.0
ala una,0.0
alaala,-2.5
alab,0.0
alabanit,0.0
alabastro,0.0
alabok,-1.7643847465515137
alabwab,-2.5
alabádu,0.0
alabíhid,-2.5
alabútun,0.0
alad,2.5
alad sa mga mananap,0.0
alaga,0.0
alagaan,0.0
alagad,-0.11112344264984131
alagad ng batas,0.0
alagad sa sakyanan,0.0
alagag,3.25
alagain,1.8670928478240967
alagangalaga,0.0
alagata,0.0
alagatain,0.0
alagaw,0.0
alagay,0.0
alagbay,2.5
alagbáti,0.0
alagási,2.5
alagúbay,0.0
alagúkuy,0.0
alahas,1.853134036064148
alahero,-0.034545958042144775
alahíru,0.0
alak,-0.0798012837767601
alak rusyanhon,0.0
alakalakan,0.0
alakan,0.0
alakbat,-0.03580786660313606
alakbay,0.0
alakbayan,0.0
alakbigas,0.0
alakdan,-0.06518974155187607
alakri,0.0
alaksiw,-2.5
alakáak,0.0
alal,-2.5
alala,-1.9881517887115479
alalad,0.0
alalahanin,-0.03843604028224945
alalaon,-0.04762654006481171
alalaong baga'y,0.0
alalawa,0.0
alalay,1.761689305305481
alalayan,1.8053474426269531
alam na alam,2.5
"alam, alam",0.0
alamaam,-3.25
alamag,-0.1255428045988083
alamalam,1.6975936889648438
alamang,-1.8749982118606567
alamat,0.0
alamat (mga ),0.0
alambre,0.0
alambrera,0.0
alambri,0.0
alambrilyu,0.0
alambríru,0.0
"alambíhid, alambíhud",0.0
alamid,-0.06167246401309967
alamin,0.0
alampad,0.0
alampat,1.811150074005127
alampay,0.033253833651542664
alampayan,0.0
alampoanan,0.0
alamálam,2.5
alan,1.830564022064209
alang,0.0
alang sa,0.0
alang sa babaye,-2.5
alangaang,0.061819735914468765
alangalang,2.5
alangalang sa,0.0
alangan,-1.9081242084503174
alanganin,-1.9706647396087646
alangas,-2.5
alangilan,0.0
alangitngit,-3.25
alangsúhan,0.0
alangáang,-3.25
alangálang,3.25
alangíing,-3.25
alangílan,2.5
alangísig,0.0
alaot,-2.0203018188476562
alap,2.5
alapaap,-2.1332216262817383
alapalap,-2.5
alapap,-2.5
alapihan,-0.04094493389129639
alapot,-2.5
alapáhap,0.0
alarakas,-2.5
alarma,-2.59183406829834
alarmado,-2.5
alas,-1.8669722080230713
alas diyes,0.0
alas dos,0.0
alas dose,0.0
alas dúsi,0.0
alas kuatro,0.0
alas kwatru,0.0
alas nueve,0.0
alas onse,0.0
alas otso,0.0
alas sais,0.0
alas singko,0.0
alas siyete,0.0
alas tres,0.0
alas utsu,2.5
alasan,0.0
alasas,0.0
alasiwsiw,0.0
alasuas,-3.25
alasíman,0.0
alasúus,0.0
alat,-2.3090012073516846
alatalatan,0.0
alatan,0.0
alatiit,0.0
alatwat,-2.5
alaw,-2.5
alawihaw,0.0
alawiswis,2.5
alawíhaw,0.0
alay,0.0
alayan,0.0
alayay,0.0
alayon,0.0
alayupiyup,0.0
alba,-1.7128257751464844
albaháka,2.5
albangku,2.5
albatita,0.0
albay,1.6885733604431152
alboroto,-1.8367921113967896
albularyo,-1.9573400020599365
albularyu,0.0
album,0.0
albumen,0.0
albáti,0.0
albínu,0.0
aldaba,0.0
aldabahan,0.0
aldabis,-1.782407283782959
aldabisin,-2.5
ale,-0.03132366016507149
alegasyon,-1.8259618282318115
alegato,0.0
alegoria,0.0
alegoriya,0.0
alegro,2.5
aleman,0.0
alemana,0.0
alemania,0.0
alemanya,-0.039756596088409424
alerdyi,-1.83271062374115
alerdyik,-1.7976088523864746
alero,0.0
alerta,2.5
alerto,1.7748225927352905
algodon,0.0
algopobya,0.0
algudun,0.0
alguwasil,0.0
alhebra,0.0
alho,-0.1035083755850792
alhu,0.0
alhíbi,0.0
ali,-1.879007339477539
alibadbad,-0.1014585942029953
alibadbaran,0.0
alibambang,0.0
alibangbang,1.6258984804153442
alibay,-2.5
alibhat,0.0
alibugha,-1.7687350511550903
alibusbus,3.25
alibwag,-2.5
alibyu,3.25
alibángu,-2.5
"alidan, alidi",0.0
aligalig,0.0
aligando,0.0
aligasin,0.030349427834153175
aligasiyun,0.0
aligato,0.0
aligatu,2.5
alige,-1.6790868043899536
aligi,-2.5
aligid,0.0
aligig,-3.25
aligin,0.0
aligri,2.5
aliguríya,0.0
aligutgot,-2.5
aligutgut,-3.25
aligáya,0.0
alihid,2.5
alikabok,-2.5
alikabu,0.0
alikabukin,-1.8761950731277466
alikabukon,-2.5
alikate,0.0
alikik,2.5
aliktiya,-2.5
aliktya,-2.5
alikway,0.0
alikási,-2.5
alikáti,0.0
alikáti sa múrus,-3.25
alikúmù,-2.5
alikún,0.0
alila,-0.030483128502964973
alilain,1.9166074991226196
alilangkanin,2.5
alilgin,0.0
alilisan,0.0
alilisin,0.0
alilúya,3.25
alilúyuk,0.0
alima,0.044209763407707214
alimadmad,0.0
aliman,0.0
alimango,0.0
alimanya,0.0
alimapapayaw,0.0
alimasag,0.0
alimatmat,0.0
alimatok,-2.5
alimatukon,-2.5
alimbrilyu,0.0
alimbukay,-0.039678823202848434
alimbuyugin,0.0
alimbúkad,2.5
alimgas,0.0
alimgat,0.0
alimis,0.0
alimpatakan,-2.8382766246795654
alimpulo,0.0
alimpungat,-0.0558704175055027
alimpungatan,-1.8996460437774658
alimpuso,0.0
alimpuyang,0.0
alimpuyas,0.0
alimpuying,0.0
alimpuyo,-2.379270315170288
alimpúlu,0.0
alimpúlus,0.0
alimugmug,0.0
alimulon,0.0
alimungáwung,2.5
alimuom,-0.09376969933509827
alimuot,-2.5
alimura,-2.039246082305908
alimurahin,-2.659231185913086
alimuwang,0.0
alimwang,0.0
alimyon,-2.2928109169006348
alimyun,2.5
alimángu,3.25
alimása,0.0
alimásag,0.0
alimátuk,-2.5
alimúkaw,-2.5
alimúkun,-2.5
alimúngaw,0.0
alimúsan,0.0
alimúut,-3.25
alin,0.0
alin man,0.0
alinagnag,1.8948441743850708
alindahaw,-3.25
alindasay,-2.5
alindog,1.835716962814331
alindom,-2.5
alindáhaw,0.0
alindánaw,0.0
alindánga,3.25
alindángay,-2.5
alinga,0.0
alingabngab,2.5
alingagngag,2.5
alingaling,-2.5
alingasaw,-1.8648169040679932
alingasngas,-1.8519318103790283
alingawngaw,-2.5
alinggat,3.25
alinggánay,0.0
alingiing,0.0
alingiis,-2.5
alingisngis,-2.5
alingit,-2.5
alingiting,-3.25
alingkawas,0.0
alingugngug,-2.5
alingása,-3.25
alingásu,-2.5
alingíing,0.0
alingísi,0.0
alingísig,0.0
alinlangan,-1.8796310424804688
alinma'y hindi,0.0
alinman,0.0
alinsangan,-2.474209785461426
alinsunod sa/kay,0.0
alinsunuran,0.09634001553058624
alinsunurin,0.0
alinsúub,-3.25
alintabu,-2.5
alintana,-0.0404287688434124
alintanahin,0.0
alintuntunin,0.0
alinugnog,0.0
alinupung,-2.5
alipadnu,-2.5
alipadsay,-3.25
alipala,-2.5
alipanti,0.0
alipapa,-0.04862900450825691
aliparo,0.0
alipasa,-2.5
alipata,0.0
alipato,0.0
alipatpat,-2.5
alipin,-1.8355668783187866
alipinin,-1.8824443817138672
alipip,-3.25
alipores,-0.04504740610718727
alipunga,-0.06979027390480042
"alipunga, alipungà",-2.5
alipunya,-2.5
alipusta,-2.0210089683532715
alipustain,-1.9738203287124634
"aliputu, alipútu",-2.5
alipuyo,-3.25
"alipáta, alipátà",0.0
alipúlu,0.0
alipúlung,-2.5
alipúnga,-2.5
alirang,-2.5
alirdyik,-3.25
alis,-0.038792844861745834
alisaga,-1.7564330101013184
alisagsag,-2.5
alisan,0.0
alisan ng laman,0.0
alisan ng mana,0.0
alisangsang,-2.5
alisbu,-2.5
alisbung,0.0
"alisdan, alisdi",0.0
alisin,-1.901857614517212
alisin sa pagkakaimpake,0.0
alisin sa tungkulin,0.0
alisis,-3.25
alisiwsiw,-2.5
alisngaw,-3.25
alisngaw sa tunog,0.0
alisngawon,-2.5
alisto,2.5
alistu,2.5
alisuksuk,0.0
alit,-1.8894784450531006
alitan,-1.7265715599060059
alitaptap,0.0
alitundan,2.5
alituntunin,0.0
alituntuningpanloob,0.0
aliw,1.749027967453003
aliwalas,2.5846073627471924
aliwan,0.0
aliwarus,-2.5
aliwas,-1.6641515493392944
"aliwasa, aliwása",-2.5
aliwaswas,-1.7534019947052002
aliwin,1.8386008739471436
aliwiw,0.0
aliwálang,0.0
aliwárus,-2.5
aliyupyup,-2.5
alkabála,0.0
alkaide,0.0
alkalay,0.0
alkalde,0.0
alkaldesa,0.0
alkaldi,0.0
alkali,0.0
alkampor,0.04459177702665329
alkampur,0.0
alkampurado,0.0
alkansi,2.5
alkansia,0.0
alkansiya,0.0
alkansya,0.0
alkansíya,0.0
alkantarilya,0.0
alkawete,0.0
alkayde,-2.5
alkaydi,0.0
alkila,0.0
alkilahan,0.0
alkilahin,0.0
alkitran,0.0
alkitranan,-2.5
alkohol,-0.0990661084651947
alkoholik,0.0
alkoholiko,-0.07011282444000244
alkoholismo,-0.06466763466596603
alkuhul,0.0
alkuhíris,0.0
alkumbra,2.5
alkuntra,-2.5
alkúba,0.0
alma,1.6967530250549316
almagre,0.0
almagri,0.0
almamátir,0.0
almanak,0.0
almanake,-0.03180207684636116
almanáki,-2.5
almasen,0.0
almasin,2.5
almasíga,2.5
almendras,0.0
almete,0.0
almindras,0.0
almirante,0.036483317613601685
almiranti,0.0
almires,0.030088508501648903
almiris,2.5
almirol,0.0
almirul,0.0
almirulan,0.0
almirulon,0.0
almismutyimpu,0.0
almohada,0.0
almohadon,2.5
almoneda,2.5
almuhada,0.0
almuhadon,2.5
almuhadun,0.0
almuhasa,0.03698893263936043
almuhasahin,2.5
almuháda,0.0
almundigas,0.0
almunída,3.25
almuranas,-0.0730266273021698
almuránas,3.25
almusal,0.0
almusalin,0.0
almuwadon,0.0
almuwasa,0.0
almuwasahin,2.5
alo,0.0
aloalo,-2.5
alog,-1.6110538244247437
alok,0.0
alom,0.0
alon,-0.05061181262135506
alot,-0.08493351191282272
aloy,0.0
alpa,-0.07001972943544388
alpabeto,-0.08957495540380478
alpabitayis,0.0
alpalpa,0.0
alpas,-1.7802356481552124
alpasan,-2.06905198097229
alpiler,0.0
alpilir,0.0
alpiril,0.0
"alpiril, alpirin",0.0
alpirisíya,0.0
alpombra,0.0
alpombrahan,0.0
alporhas,-0.04532155022025108
alpumbra,0.0
alpunsínu,2.5
alput,0.0
alpáka,0.0
als,0.0
alsa,1.7208914756774902
alsahin,0.0
alta,-0.07871739566326141
altapresyon,-0.0706588551402092
altar,-0.06937723606824875
alternatibo,0.0
altitud,0.0
altu,3.25
aluan,0.0
alubíhid,0.0
aludud,2.5
alug,0.0
alugbati,0.0
alugbáti,0.0
alugin,-1.7868337631225586
alugog,0.0
alugug,-2.5
aluhipan,0.0
aluhánay,0.0
aluhípan,0.0
aluin,1.7738614082336426
alukaba,0.0
alukabhang,0.0
alukin,0.03988468274474144
alulod,-2.1552231311798096
alulong,-0.05293486267328262
alulos,0.0
alulusan,0.0
alum,0.0
alumana,0.0
alumanahin,0.0
alumihit,-2.5
alumina,0.04419935122132301
aluminum,0.0
aluminyo,0.03159002959728241
alumna,0.0
alumnay,0.0
alumney,0.0
alumno,0.0
alumnus,-1.793018102645874
alumom,-2.5
alumpihit,-1.904676914215088
alumum,-3.25
alumínus,2.5
alunalon,0.0
alunan,0.0
alundris,-2.5
alungaug,-2.5
alungnan,0.0
alungáing,2.5
alunig,0.0
aluniging kidkid,0.0
alupaup,0.0
alupihan,-0.0954274907708168
"alupup, alupuup",0.0
alupì,0.0
alusitha,0.0
alusithain,0.0
alusíman,0.0
alut,0.0
aluwíhaw,0.0
aluy,-2.5
aluyan,0.0
alwagi,0.0
alwan,1.9532396793365479
alwanan,2.5
alyado,0.0
alyansa,-0.08880417048931122
alyas,0.0
alyen,0.0
alyin,0.0
alyádu,3.25
alyádus,0.0
alà,2.5
alágad,3.25
aláhas,0.0
alálay,2.5
alámag,-2.5
aláru,0.0
aláut,-3.25
aláwans,0.0
aláyun,2.5
alíbi,0.0
alíid,-2.5
alíli,0.0
alíling,-2.5
alílis,0.0
alíma,2.5
alíraw,0.0
alírung,0.0
alíwas,0.0
alúla,0.0
alúyuk,2.5
am,0.0
ama,0.0
ama ng tahanan,0.0
amaama,0.0
amaamahan,0.0
amag,-0.04784155264496803
amaga,0.0
amagamag,0.0
